cc,status
3868,Only in cleaned_fees_heads.csv
3928,Only in cleaned_fees_heads.csv
4411,Only in cleaned_fees_heads.csv
4523,Only in cleaned_fees_heads.csv
4660,Only in cleaned_fees_heads.csv
4732,Only in cleaned_fees_heads.csv
4996,Only in cleaned_fees_heads.csv
5012,Only in cleaned_fees_heads.csv
5105,Only in cleaned_fees_heads.csv
5113,Only in cleaned_fees_heads.csv
5327,Only in cleaned_fees_heads.csv
5365,Only in cleaned_fees_heads.csv
5406,Only in cleaned_fees_heads.csv
5781,Only in cleaned_fees_heads.csv
5820,Only in cleaned_fees_heads.csv
6126,Only in cleaned_fees_heads.csv
6170,Only in cleaned_fees_heads.csv
6295,Only in cleaned_fees_heads.csv
6306,Only in cleaned_fees_heads.csv
6326,Only in cleaned_fees_heads.csv
6409,Only in cleaned_fees_heads.csv
6437,Only in cleaned_fees_heads.csv
6613,Only in cleaned_fees_heads.csv
6648,Only in cleaned_fees_heads.csv
6712,Only in cleaned_fees_heads.csv
6750,Only in cleaned_fees_heads.csv
6962,Only in cleaned_fees_heads.csv
6966,Only in cleaned_fees_heads.csv
7055,Only in cleaned_fees_heads.csv
7057,Only in cleaned_fees_heads.csv
7081,Only in cleaned_fees_heads.csv
7167,Only in cleaned_fees_heads.csv
7286,Only in cleaned_fees_heads.csv
7337,Only in cleaned_fees_heads.csv
7530,Only in cleaned_fees_heads.csv
7706,Only in cleaned_fees_heads.csv
7598,Only in cleaned_fees_heads.csv
7654,Only in cleaned_fees_heads.csv
7660,Only in cleaned_fees_heads.csv
7661,Only in cleaned_fees_heads.csv
7698,Only in cleaned_fees_heads.csv
7716,Only in cleaned_fees_heads.csv
7686,Only in cleaned_fees_heads.csv
7829,Only in cleaned_fees_heads.csv
7830,Only in cleaned_fees_heads.csv
7856,Only in cleaned_fees_heads.csv
7875,Only in cleaned_fees_heads.csv
7886,Only in cleaned_fees_heads.csv
7894,Only in cleaned_fees_heads.csv
7543,Only in cleaned_fees_heads.csv
7640,Only in cleaned_fees_heads.csv
7666,Only in cleaned_fees_heads.csv
7673,Only in cleaned_fees_heads.csv
7699,Only in cleaned_fees_heads.csv
7705,Only in cleaned_fees_heads.csv
7783,Only in cleaned_fees_heads.csv
7831,Only in cleaned_fees_heads.csv
7837,Only in cleaned_fees_heads.csv
7846,Only in cleaned_fees_heads.csv
7858,Only in cleaned_fees_heads.csv
7867,Only in cleaned_fees_heads.csv
7890,Only in cleaned_fees_heads.csv
7247,Only in cleaned_fees_heads.csv
7274,Only in cleaned_fees_heads.csv
7287,Only in cleaned_fees_heads.csv
7382,Only in cleaned_fees_heads.csv
7432,Only in cleaned_fees_heads.csv
7438,Only in cleaned_fees_heads.csv
7444,Only in cleaned_fees_heads.csv
7450,Only in cleaned_fees_heads.csv
7457,Only in cleaned_fees_heads.csv
7469,Only in cleaned_fees_heads.csv
7652,Only in cleaned_fees_heads.csv
7719,Only in cleaned_fees_heads.csv
7732,Only in cleaned_fees_heads.csv
7733,Only in cleaned_fees_heads.csv
7785,Only in cleaned_fees_heads.csv
7833,Only in cleaned_fees_heads.csv
7844,Only in cleaned_fees_heads.csv
7859,Only in cleaned_fees_heads.csv
7001,Only in cleaned_fees_heads.csv
7223,Only in cleaned_fees_heads.csv
7369,Only in cleaned_fees_heads.csv
7377,Only in cleaned_fees_heads.csv
7386,Only in cleaned_fees_heads.csv
7416,Only in cleaned_fees_heads.csv
7427,Only in cleaned_fees_heads.csv
7447,Only in cleaned_fees_heads.csv
7462,Only in cleaned_fees_heads.csv
7531,Only in cleaned_fees_heads.csv
7561,Only in cleaned_fees_heads.csv
7637,Only in cleaned_fees_heads.csv
7653,Only in cleaned_fees_heads.csv
7669,Only in cleaned_fees_heads.csv
7691,Only in cleaned_fees_heads.csv
7729,Only in cleaned_fees_heads.csv
7671,Only in cleaned_fees_heads.csv
7769,Only in cleaned_fees_heads.csv
7784,Only in cleaned_fees_heads.csv
7182,Only in cleaned_fees_heads.csv
7316,Only in cleaned_fees_heads.csv
7317,Only in cleaned_fees_heads.csv
7322,Only in cleaned_fees_heads.csv
7345,Only in cleaned_fees_heads.csv
7414,Only in cleaned_fees_heads.csv
7463,Only in cleaned_fees_heads.csv
7527,Only in cleaned_fees_heads.csv
7617,Only in cleaned_fees_heads.csv
7676,Only in cleaned_fees_heads.csv
7715,Only in cleaned_fees_heads.csv
7778,Only in cleaned_fees_heads.csv
7861,Only in cleaned_fees_heads.csv
7883,Only in cleaned_fees_heads.csv
6628,Only in cleaned_fees_heads.csv
6997,Only in cleaned_fees_heads.csv
7015,Only in cleaned_fees_heads.csv
7016,Only in cleaned_fees_heads.csv
7018,Only in cleaned_fees_heads.csv
7022,Only in cleaned_fees_heads.csv
7049,Only in cleaned_fees_heads.csv
7094,Only in cleaned_fees_heads.csv
7135,Only in cleaned_fees_heads.csv
7165,Only in cleaned_fees_heads.csv
7201,Only in cleaned_fees_heads.csv
7226,Only in cleaned_fees_heads.csv
7313,Only in cleaned_fees_heads.csv
7342,Only in cleaned_fees_heads.csv
7351,Only in cleaned_fees_heads.csv
7385,Only in cleaned_fees_heads.csv
7421,Only in cleaned_fees_heads.csv
7522,Only in cleaned_fees_heads.csv
7536,Only in cleaned_fees_heads.csv
7597,Only in cleaned_fees_heads.csv
7619,Only in cleaned_fees_heads.csv
7655,Only in cleaned_fees_heads.csv
7682,Only in cleaned_fees_heads.csv
7759,Only in cleaned_fees_heads.csv
7749,Only in cleaned_fees_heads.csv
7750,Only in cleaned_fees_heads.csv
7857,Only in cleaned_fees_heads.csv
7782,Only in cleaned_fees_heads.csv
7083,Only in cleaned_fees_heads.csv
7134,Only in cleaned_fees_heads.csv
7178,Only in cleaned_fees_heads.csv
7233,Only in cleaned_fees_heads.csv
7251,Only in cleaned_fees_heads.csv
7268,Only in cleaned_fees_heads.csv
7300,Only in cleaned_fees_heads.csv
7306,Only in cleaned_fees_heads.csv
7319,Only in cleaned_fees_heads.csv
7323,Only in cleaned_fees_heads.csv
7359,Only in cleaned_fees_heads.csv
7374,Only in cleaned_fees_heads.csv
7389,Only in cleaned_fees_heads.csv
7390,Only in cleaned_fees_heads.csv
7422,Only in cleaned_fees_heads.csv
7428,Only in cleaned_fees_heads.csv
7445,Only in cleaned_fees_heads.csv
7446,Only in cleaned_fees_heads.csv
7534,Only in cleaned_fees_heads.csv
7822,Only in cleaned_fees_heads.csv
7826,Only in cleaned_fees_heads.csv
7862,Only in cleaned_fees_heads.csv
7868,Only in cleaned_fees_heads.csv
6961,Only in cleaned_fees_heads.csv
7002,Only in cleaned_fees_heads.csv
7006,Only in cleaned_fees_heads.csv
7064,Only in cleaned_fees_heads.csv
7085,Only in cleaned_fees_heads.csv
7149,Only in cleaned_fees_heads.csv
7177,Only in cleaned_fees_heads.csv
7217,Only in cleaned_fees_heads.csv
7235,Only in cleaned_fees_heads.csv
7301,Only in cleaned_fees_heads.csv
7326,Only in cleaned_fees_heads.csv
7355,Only in cleaned_fees_heads.csv
7373,Only in cleaned_fees_heads.csv
7387,Only in cleaned_fees_heads.csv
7406,Only in cleaned_fees_heads.csv
7443,Only in cleaned_fees_heads.csv
7458,Only in cleaned_fees_heads.csv
7548,Only in cleaned_fees_heads.csv
7613,Only in cleaned_fees_heads.csv
7694,Only in cleaned_fees_heads.csv
7643,Only in cleaned_fees_heads.csv
7751,Only in cleaned_fees_heads.csv
7809,Only in cleaned_fees_heads.csv
7893,Only in cleaned_fees_heads.csv
6739,Only in cleaned_fees_heads.csv
6749,Only in cleaned_fees_heads.csv
6826,Only in cleaned_fees_heads.csv
6902,Only in cleaned_fees_heads.csv
6908,Only in cleaned_fees_heads.csv
6909,Only in cleaned_fees_heads.csv
6932,Only in cleaned_fees_heads.csv
6942,Only in cleaned_fees_heads.csv
6949,Only in cleaned_fees_heads.csv
6957,Only in cleaned_fees_heads.csv
6972,Only in cleaned_fees_heads.csv
7027,Only in cleaned_fees_heads.csv
7084,Only in cleaned_fees_heads.csv
7090,Only in cleaned_fees_heads.csv
7102,Only in cleaned_fees_heads.csv
7179,Only in cleaned_fees_heads.csv
7185,Only in cleaned_fees_heads.csv
7190,Only in cleaned_fees_heads.csv
7283,Only in cleaned_fees_heads.csv
7292,Only in cleaned_fees_heads.csv
7391,Only in cleaned_fees_heads.csv
7466,Only in cleaned_fees_heads.csv
7578,Only in cleaned_fees_heads.csv
7629,Only in cleaned_fees_heads.csv
6622,Only in cleaned_fees_heads.csv
6688,Only in cleaned_fees_heads.csv
6738,Only in cleaned_fees_heads.csv
6743,Only in cleaned_fees_heads.csv
6746,Only in cleaned_fees_heads.csv
6974,Only in cleaned_fees_heads.csv
7035,Only in cleaned_fees_heads.csv
7059,Only in cleaned_fees_heads.csv
7062,Only in cleaned_fees_heads.csv
7115,Only in cleaned_fees_heads.csv
7243,Only in cleaned_fees_heads.csv
7269,Only in cleaned_fees_heads.csv
7354,Only in cleaned_fees_heads.csv
7436,Only in cleaned_fees_heads.csv
7437,Only in cleaned_fees_heads.csv
7667,Only in cleaned_fees_heads.csv
7677,Only in cleaned_fees_heads.csv
7874,Only in cleaned_fees_heads.csv
6761,Only in cleaned_fees_heads.csv
6924,Only in cleaned_fees_heads.csv
6960,Only in cleaned_fees_heads.csv
7030,Only in cleaned_fees_heads.csv
7112,Only in cleaned_fees_heads.csv
7114,Only in cleaned_fees_heads.csv
7124,Only in cleaned_fees_heads.csv
7169,Only in cleaned_fees_heads.csv
7171,Only in cleaned_fees_heads.csv
7430,Only in cleaned_fees_heads.csv
7453,Only in cleaned_fees_heads.csv
7568,Only in cleaned_fees_heads.csv
7585,Only in cleaned_fees_heads.csv
7592,Only in cleaned_fees_heads.csv
7621,Only in cleaned_fees_heads.csv
7678,Only in cleaned_fees_heads.csv
7804,Only in cleaned_fees_heads.csv
7823,Only in cleaned_fees_heads.csv
7895,Only in cleaned_fees_heads.csv
6220,Only in cleaned_fees_heads.csv
6393,Only in cleaned_fees_heads.csv
6463,Only in cleaned_fees_heads.csv
6461,Only in cleaned_fees_heads.csv
6536,Only in cleaned_fees_heads.csv
6543,Only in cleaned_fees_heads.csv
6615,Only in cleaned_fees_heads.csv
6671,Only in cleaned_fees_heads.csv
6741,Only in cleaned_fees_heads.csv
6756,Only in cleaned_fees_heads.csv
6704,Only in cleaned_fees_heads.csv
6788,Only in cleaned_fees_heads.csv
6816,Only in cleaned_fees_heads.csv
6841,Only in cleaned_fees_heads.csv
6855,Only in cleaned_fees_heads.csv
6898,Only in cleaned_fees_heads.csv
6601,Only in cleaned_fees_heads.csv
7120,Only in cleaned_fees_heads.csv
7132,Only in cleaned_fees_heads.csv
7263,Only in cleaned_fees_heads.csv
7305,Only in cleaned_fees_heads.csv
7346,Only in cleaned_fees_heads.csv
7347,Only in cleaned_fees_heads.csv
7358,Only in cleaned_fees_heads.csv
7393,Only in cleaned_fees_heads.csv
7420,Only in cleaned_fees_heads.csv
7611,Only in cleaned_fees_heads.csv
7658,Only in cleaned_fees_heads.csv
7723,Only in cleaned_fees_heads.csv
7734,Only in cleaned_fees_heads.csv
7882,Only in cleaned_fees_heads.csv
6399,Only in cleaned_fees_heads.csv
6462,Only in cleaned_fees_heads.csv
6514,Only in cleaned_fees_heads.csv
6528,Only in cleaned_fees_heads.csv
6621,Only in cleaned_fees_heads.csv
6649,Only in cleaned_fees_heads.csv
6653,Only in cleaned_fees_heads.csv
6730,Only in cleaned_fees_heads.csv
6766,Only in cleaned_fees_heads.csv
6779,Only in cleaned_fees_heads.csv
6785,Only in cleaned_fees_heads.csv
6799,Only in cleaned_fees_heads.csv
7129,Only in cleaned_fees_heads.csv
7245,Only in cleaned_fees_heads.csv
7318,Only in cleaned_fees_heads.csv
7624,Only in cleaned_fees_heads.csv
7708,Only in cleaned_fees_heads.csv
7722,Only in cleaned_fees_heads.csv
7808,Only in cleaned_fees_heads.csv
6377,Only in cleaned_fees_heads.csv
6397,Only in cleaned_fees_heads.csv
6551,Only in cleaned_fees_heads.csv
6695,Only in cleaned_fees_heads.csv
6821,Only in cleaned_fees_heads.csv
6835,Only in cleaned_fees_heads.csv
6928,Only in cleaned_fees_heads.csv
6934,Only in cleaned_fees_heads.csv
6998,Only in cleaned_fees_heads.csv
7026,Only in cleaned_fees_heads.csv
7186,Only in cleaned_fees_heads.csv
7216,Only in cleaned_fees_heads.csv
7288,Only in cleaned_fees_heads.csv
7348,Only in cleaned_fees_heads.csv
7368,Only in cleaned_fees_heads.csv
7431,Only in cleaned_fees_heads.csv
7535,Only in cleaned_fees_heads.csv
7892,Only in cleaned_fees_heads.csv
7872,Only in cleaned_fees_heads.csv
6201,Only in cleaned_fees_heads.csv
6366,Only in cleaned_fees_heads.csv
6367,Only in cleaned_fees_heads.csv
6323,Only in cleaned_fees_heads.csv
6432,Only in cleaned_fees_heads.csv
6449,Only in cleaned_fees_heads.csv
6513,Only in cleaned_fees_heads.csv
6566,Only in cleaned_fees_heads.csv
6626,Only in cleaned_fees_heads.csv
6682,Only in cleaned_fees_heads.csv
6680,Only in cleaned_fees_heads.csv
6679,Only in cleaned_fees_heads.csv
6747,Only in cleaned_fees_heads.csv
6825,Only in cleaned_fees_heads.csv
6977,Only in cleaned_fees_heads.csv
7028,Only in cleaned_fees_heads.csv
7106,Only in cleaned_fees_heads.csv
7175,Only in cleaned_fees_heads.csv
7327,Only in cleaned_fees_heads.csv
7566,Only in cleaned_fees_heads.csv
7633,Only in cleaned_fees_heads.csv
7651,Only in cleaned_fees_heads.csv
7668,Only in cleaned_fees_heads.csv
7684,Only in cleaned_fees_heads.csv
7800,Only in cleaned_fees_heads.csv
7796,Only in cleaned_fees_heads.csv
7838,Only in cleaned_fees_heads.csv
7880,Only in cleaned_fees_heads.csv
6102,Only in cleaned_fees_heads.csv
6381,Only in cleaned_fees_heads.csv
6593,Only in cleaned_fees_heads.csv
6607,Only in cleaned_fees_heads.csv
6611,Only in cleaned_fees_heads.csv
6670,Only in cleaned_fees_heads.csv
6693,Only in cleaned_fees_heads.csv
6767,Only in cleaned_fees_heads.csv
6786,Only in cleaned_fees_heads.csv
6852,Only in cleaned_fees_heads.csv
6973,Only in cleaned_fees_heads.csv
7021,Only in cleaned_fees_heads.csv
7236,Only in cleaned_fees_heads.csv
7259,Only in cleaned_fees_heads.csv
7297,Only in cleaned_fees_heads.csv
7314,Only in cleaned_fees_heads.csv
7575,Only in cleaned_fees_heads.csv
7618,Only in cleaned_fees_heads.csv
7638,Only in cleaned_fees_heads.csv
6151,Only in cleaned_fees_heads.csv
6287,Only in cleaned_fees_heads.csv
6344,Only in cleaned_fees_heads.csv
6365,Only in cleaned_fees_heads.csv
6512,Only in cleaned_fees_heads.csv
6778,Only in cleaned_fees_heads.csv
7010,Only in cleaned_fees_heads.csv
7019,Only in cleaned_fees_heads.csv
7078,Only in cleaned_fees_heads.csv
7270,Only in cleaned_fees_heads.csv
7279,Only in cleaned_fees_heads.csv
7299,Only in cleaned_fees_heads.csv
7360,Only in cleaned_fees_heads.csv
7468,Only in cleaned_fees_heads.csv
7556,Only in cleaned_fees_heads.csv
7586,Only in cleaned_fees_heads.csv
7659,Only in cleaned_fees_heads.csv
7815,Only in cleaned_fees_heads.csv
5780,Only in cleaned_fees_heads.csv
5816,Only in cleaned_fees_heads.csv
5863,Only in cleaned_fees_heads.csv
5874,Only in cleaned_fees_heads.csv
5877,Only in cleaned_fees_heads.csv
5896,Only in cleaned_fees_heads.csv
5981,Only in cleaned_fees_heads.csv
6089,Only in cleaned_fees_heads.csv
6130,Only in cleaned_fees_heads.csv
6136,Only in cleaned_fees_heads.csv
6222,Only in cleaned_fees_heads.csv
6343,Only in cleaned_fees_heads.csv
6398,Only in cleaned_fees_heads.csv
6557,Only in cleaned_fees_heads.csv
6606,Only in cleaned_fees_heads.csv
6700,Only in cleaned_fees_heads.csv
7014,Only in cleaned_fees_heads.csv
7099,Only in cleaned_fees_heads.csv
7181,Only in cleaned_fees_heads.csv
7357,Only in cleaned_fees_heads.csv
7576,Only in cleaned_fees_heads.csv
7672,Only in cleaned_fees_heads.csv
7685,Only in cleaned_fees_heads.csv
7850,Only in cleaned_fees_heads.csv
7870,Only in cleaned_fees_heads.csv
5657,Only in cleaned_fees_heads.csv
5783,Only in cleaned_fees_heads.csv
5866,Only in cleaned_fees_heads.csv
5948,Only in cleaned_fees_heads.csv
5962,Only in cleaned_fees_heads.csv
5963,Only in cleaned_fees_heads.csv
6128,Only in cleaned_fees_heads.csv
6351,Only in cleaned_fees_heads.csv
6378,Only in cleaned_fees_heads.csv
6460,Only in cleaned_fees_heads.csv
6529,Only in cleaned_fees_heads.csv
6687,Only in cleaned_fees_heads.csv
6706,Only in cleaned_fees_heads.csv
6774,Only in cleaned_fees_heads.csv
6931,Only in cleaned_fees_heads.csv
7320,Only in cleaned_fees_heads.csv
7540,Only in cleaned_fees_heads.csv
7589,Only in cleaned_fees_heads.csv
7662,Only in cleaned_fees_heads.csv
7714,Only in cleaned_fees_heads.csv
7811,Only in cleaned_fees_heads.csv
5275,Only in cleaned_fees_heads.csv
5626,Only in cleaned_fees_heads.csv
5673,Only in cleaned_fees_heads.csv
5813,Only in cleaned_fees_heads.csv
5921,Only in cleaned_fees_heads.csv
5925,Only in cleaned_fees_heads.csv
5927,Only in cleaned_fees_heads.csv
5928,Only in cleaned_fees_heads.csv
6087,Only in cleaned_fees_heads.csv
6223,Only in cleaned_fees_heads.csv
6450,Only in cleaned_fees_heads.csv
6548,Only in cleaned_fees_heads.csv
6638,Only in cleaned_fees_heads.csv
6681,Only in cleaned_fees_heads.csv
6809,Only in cleaned_fees_heads.csv
6935,Only in cleaned_fees_heads.csv
7379,Only in cleaned_fees_heads.csv
7612,Only in cleaned_fees_heads.csv
7755,Only in cleaned_fees_heads.csv
7881,Only in cleaned_fees_heads.csv
7873,Only in cleaned_fees_heads.csv
5426,Only in cleaned_fees_heads.csv
5531,Only in cleaned_fees_heads.csv
7241,Only in cleaned_fees_heads.csv
5591,Only in cleaned_fees_heads.csv
5833,Only in cleaned_fees_heads.csv
5849,Only in cleaned_fees_heads.csv
5864,Only in cleaned_fees_heads.csv
5890,Only in cleaned_fees_heads.csv
5958,Only in cleaned_fees_heads.csv
5959,Only in cleaned_fees_heads.csv
5982,Only in cleaned_fees_heads.csv
6350,Only in cleaned_fees_heads.csv
6452,Only in cleaned_fees_heads.csv
6678,Only in cleaned_fees_heads.csv
6713,Only in cleaned_fees_heads.csv
6831,Only in cleaned_fees_heads.csv
7224,Only in cleaned_fees_heads.csv
7239,Only in cleaned_fees_heads.csv
7328,Only in cleaned_fees_heads.csv
7349,Only in cleaned_fees_heads.csv
7364,Only in cleaned_fees_heads.csv
7333,Only in cleaned_fees_heads.csv
7332,Only in cleaned_fees_heads.csv
7623,Only in cleaned_fees_heads.csv
5339,Only in cleaned_fees_heads.csv
6421,Only in cleaned_fees_heads.csv
6583,Only in cleaned_fees_heads.csv
6672,Only in cleaned_fees_heads.csv
6748,Only in cleaned_fees_heads.csv
6849,Only in cleaned_fees_heads.csv
6897,Only in cleaned_fees_heads.csv
7058,Only in cleaned_fees_heads.csv
7105,Only in cleaned_fees_heads.csv
7109,Only in cleaned_fees_heads.csv
7123,Only in cleaned_fees_heads.csv
7174,Only in cleaned_fees_heads.csv
7187,Only in cleaned_fees_heads.csv
7234,Only in cleaned_fees_heads.csv
7237,Only in cleaned_fees_heads.csv
7675,Only in cleaned_fees_heads.csv
7717,Only in cleaned_fees_heads.csv
5025,Only in cleaned_fees_heads.csv
5514,Only in cleaned_fees_heads.csv
5555,Only in cleaned_fees_heads.csv
5628,Only in cleaned_fees_heads.csv
5665,Only in cleaned_fees_heads.csv
5710,Only in cleaned_fees_heads.csv
5741,Only in cleaned_fees_heads.csv
5750,Only in cleaned_fees_heads.csv
5756,Only in cleaned_fees_heads.csv
5960,Only in cleaned_fees_heads.csv
6410,Only in cleaned_fees_heads.csv
6504,Only in cleaned_fees_heads.csv
6552,Only in cleaned_fees_heads.csv
6780,Only in cleaned_fees_heads.csv
7033,Only in cleaned_fees_heads.csv
7054,Only in cleaned_fees_heads.csv
5723,Only in cleaned_fees_heads.csv
7103,Only in cleaned_fees_heads.csv
7296,Only in cleaned_fees_heads.csv
7384,Only in cleaned_fees_heads.csv
7603,Only in cleaned_fees_heads.csv
7693,Only in cleaned_fees_heads.csv
7725,Only in cleaned_fees_heads.csv
7736,Only in cleaned_fees_heads.csv
7866,Only in cleaned_fees_heads.csv
7869,Only in cleaned_fees_heads.csv
5428,Only in cleaned_fees_heads.csv
5447,Only in cleaned_fees_heads.csv
5504,Only in cleaned_fees_heads.csv
5530,Only in cleaned_fees_heads.csv
5542,Only in cleaned_fees_heads.csv
5675,Only in cleaned_fees_heads.csv
5776,Only in cleaned_fees_heads.csv
5802,Only in cleaned_fees_heads.csv
5873,Only in cleaned_fees_heads.csv
6131,Only in cleaned_fees_heads.csv
6288,Only in cleaned_fees_heads.csv
6391,Only in cleaned_fees_heads.csv
6427,Only in cleaned_fees_heads.csv
6540,Only in cleaned_fees_heads.csv
6572,Only in cleaned_fees_heads.csv
7227,Only in cleaned_fees_heads.csv
7260,Only in cleaned_fees_heads.csv
7285,Only in cleaned_fees_heads.csv
7298,Only in cleaned_fees_heads.csv
7315,Only in cleaned_fees_heads.csv
7350,Only in cleaned_fees_heads.csv
7415,Only in cleaned_fees_heads.csv
7594,Only in cleaned_fees_heads.csv
7628,Only in cleaned_fees_heads.csv
7797,Only in cleaned_fees_heads.csv
7803,Only in cleaned_fees_heads.csv
7474,Only in cleaned_fees_heads.csv
7495,Only in cleaned_fees_heads.csv
7492,Only in cleaned_fees_heads.csv
7520,Only in cleaned_fees_heads.csv
7489,Only in cleaned_fees_heads.csv
7512,Only in cleaned_fees_heads.csv
7501,Only in cleaned_fees_heads.csv
7516,Only in cleaned_fees_heads.csv
7523,Only in cleaned_fees_heads.csv
7477,Only in cleaned_fees_heads.csv
7475,Only in cleaned_fees_heads.csv
7528,Only in cleaned_fees_heads.csv
7502,Only in cleaned_fees_heads.csv
7518,Only in cleaned_fees_heads.csv
7532,Only in cleaned_fees_heads.csv
7554,Only in cleaned_fees_heads.csv
7560,Only in cleaned_fees_heads.csv
7688,Only in cleaned_fees_heads.csv
7687,Only in cleaned_fees_heads.csv
7737,Only in cleaned_fees_heads.csv
7515,Only in cleaned_fees_heads.csv
7482,Only in cleaned_fees_heads.csv
7835,Only in cleaned_fees_heads.csv
7845,Only in cleaned_fees_heads.csv
7888,Only in cleaned_fees_heads.csv
7889,Only in cleaned_fees_heads.csv
7508,Only in cleaned_fees_heads.csv
7529,Only in cleaned_fees_heads.csv
7542,Only in cleaned_fees_heads.csv
7818,Only in cleaned_fees_heads.csv
7192,Only in cleaned_fees_heads.csv
7199,Only in cleaned_fees_heads.csv
7204,Only in cleaned_fees_heads.csv
7213,Only in cleaned_fees_heads.csv
7240,Only in cleaned_fees_heads.csv
7261,Only in cleaned_fees_heads.csv
7331,Only in cleaned_fees_heads.csv
7343,Only in cleaned_fees_heads.csv
7397,Only in cleaned_fees_heads.csv
7413,Only in cleaned_fees_heads.csv
7410,Only in cleaned_fees_heads.csv
7435,Only in cleaned_fees_heads.csv
7456,Only in cleaned_fees_heads.csv
7324,Only in cleaned_fees_heads.csv
7380,Only in cleaned_fees_heads.csv
7396,Only in cleaned_fees_heads.csv
7409,Only in cleaned_fees_heads.csv
7429,Only in cleaned_fees_heads.csv